/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_42_957.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_42_957.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_42_957.jpg, 0, 0, 0, 8.33051E-05
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_43_057.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_43_057.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_43_057.jpg, 0, 0, 0, 8.352472E-05
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_43_158.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_43_158.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_43_158.jpg, 0, 0, 0, 8.274046E-05
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_43_261.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_43_261.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_43_261.jpg, 0, 0, 0, 8.255424E-05
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_43_363.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_43_363.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_43_363.jpg, 0, 0, 0, 8.267299E-05
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_43_466.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_43_466.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_43_466.jpg, 0, 0, 0, 8.278661E-05
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_43_567.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_43_567.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_43_567.jpg, 0, 0, 0, 8.291649E-05
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_43_670.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_43_670.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_43_670.jpg, 0, 0.263541, 0, 0.1911901
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_43_771.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_43_771.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_43_771.jpg, 0, 0.5665469, 0, 0.6689178
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_43_874.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_43_874.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_43_874.jpg, 0, 0.876483, 0, 1.575653
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_43_975.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_43_975.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_43_975.jpg, 0, 1, 0, 2.775753
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_44_076.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_44_076.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_44_076.jpg, 0, 1, 0, 3.952458
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_44_178.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_44_178.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_44_178.jpg, 0, 1, 0, 5.119092
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_44_281.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_44_281.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_44_281.jpg, 0, 1, 0, 6.273991
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_44_384.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_44_384.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_44_384.jpg, 0, 1, 0, 7.417687
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_44_488.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_44_488.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_44_488.jpg, 0, 1, 0, 8.775485
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_44_591.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_44_591.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_44_591.jpg, 0, 1, 0, 9.894851
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_44_694.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_44_694.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_44_694.jpg, 0, 1, 0, 11.0032
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_44_795.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_44_795.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_44_795.jpg, -0.242565, 1, 0, 11.8739
/Users/Project/Documents/Project/DataUTurnFinal/IMG/center_2021_04_27_11_21_44_895.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/left_2021_04_27_11_21_44_895.jpg, /Users/Project/Documents/Project/DataUTurnFinal/IMG/right_2021_04_27_11_21_44_895.jpg, -0.1399291, 1, 0, 13.28529
